Origin,Destination,Value
Cameroon,Gabon,0
Cameroon,Georgia,0
Cameroon,Germany,594
Cameroon,Ghana,6
Cameroon,Greece,151
Cameroon,Guinea,0
Cameroon,Haiti,0
Cameroon,Hungary,35
Cameroon,Iceland,0
Cameroon,India,0
Cameroon,Indonesia,0
Cameroon,Ireland,85
Cameroon,Israel,0
Cameroon,Italy,1348
Cameroon,Japan,17
Cameroon,Jordan,0
Cameroon,Kenya,0
Cameroon,Latvia,0
Cameroon,Lebanon,0
Cameroon,Liberia,0
Cameroon,Libya,0
Cameroon,Lithuania,5
Cameroon,Luxembourg,12
Cameroon,Malaysia,0
Cameroon,Malta,9
Cameroon,Mauritania,0
Cameroon,Mexico,18
Cameroon,Morocco,79
Cameroon,Namibia,6
Cameroon,Nauru,0
Cameroon,Netherlands,80
Cameroon,New Zealand,0
Cameroon,Niger,0
Cameroon,Nigeria,95
Cameroon,Norway,26
Cameroon,Panama,8
Cameroon,Peru,0
Cameroon,Philippines,0
Cameroon,Poland,10
Cameroon,Portugal,13
Cameroon,Rep. of Korea,18
Cameroon,Rep. of Moldova,0
Cameroon,Romania,24
Cameroon,Russian Federation,0
Cameroon,Senegal,12
Cameroon,Serbia and Kosovo (S/RES/1244 (1999)),0
Cameroon,Slovakia,7
Cameroon,Slovenia,0
Cameroon,Somalia,0
Cameroon,South Africa,392
Cameroon,South Sudan,0
Cameroon,Spain,47
Cameroon,Sudan,7
Cameroon,Suriname,0
Cameroon,Swaziland,0
Cameroon,Sweden,152
Cameroon,Switzerland,188
Cameroon,Thailand,0
Cameroon,Togo,0
Cameroon,Tunisia,0
Cameroon,Turkey,11
Cameroon,Ukraine,0
Cameroon,United Arab Emirates,0
Cameroon,United Kingdom,534
Cameroon,United States of America,3992
Cameroon,Uruguay,8
Canada,Australia,0
Canada,Austria,0
Canada,Belarus,0
Canada,Brazil,0
Canada,Costa Rica,0
Canada,Ecuador,0
Canada,Germany,24
Canada,Greece,0
Canada,Guatemala,0
Canada,Italy,0
Canada,Malta,0
Canada,Mexico,0
Canada,Peru,0
Canada,Philippines,0
Canada,Poland,0
Canada,Sweden,0
Canada,Switzerland,0
Canada,United Arab Emirates,0
Canada,United Kingdom,9
Canada,United States of America,42
Cayman Islands,Canada,0
Cayman Islands,United States of America,6
Central African Rep.,Algeria,43
Central African Rep.,Angola,9
Central African Rep.,Argentina,0
Central African Rep.,Australia,0
Central African Rep.,Austria,0
Central African Rep.,Belgium,41
Central African Rep.,Benin,848
Central African Rep.,Brazil,5
Central African Rep.,Burkina Faso,167
Central African Rep.,Burundi,0
Central African Rep.,Cameroon,248843
Central African Rep.,Canada,70
Central African Rep.,Central African Rep.,0
Central African Rep.,Chad,76653
Central African Rep.,China,0
Central African Rep.,"China, Hong Kong SAR",0
Central African Rep.,Congo,26403
Central African Rep.,Cyprus,0
Central African Rep.,CÌ«te d'Ivoire,332
Central African Rep.,Dem. Rep. of the Congo,181917
Central African Rep.,Egypt,17
Central African Rep.,Finland,0
Central African Rep.,France,2642
Central African Rep.,Gabon,38
Central African Rep.,Germany,32
Central African Rep.,Ghana,107
Central African Rep.,Greece,9
Central African Rep.,Guinea,37
Central African Rep.,Guinea-Bissau,0
Central African Rep.,Hungary,0
Central African Rep.,Ireland,9
Central African Rep.,Israel,0
Central African Rep.,Italy,90
Central African Rep.,Jordan,0
Central African Rep.,Kenya,0
Central African Rep.,Lebanon,0
Central African Rep.,Liberia,0
Central African Rep.,Luxembourg,0
Central African Rep.,Madagascar,0
Central African Rep.,Malaysia,0
Central African Rep.,Mali,809
Central African Rep.,Mauritania,555
Central African Rep.,Mexico,0
Central African Rep.,Morocco,243
Central African Rep.,Mozambique,0
Central African Rep.,Namibia,0
Central African Rep.,Netherlands,7
Central African Rep.,Nicaragua,0
Central African Rep.,Niger,65
Central African Rep.,Nigeria,403
Central African Rep.,Norway,7
Central African Rep.,Poland,0
Central African Rep.,Portugal,8
Central African Rep.,Romania,10
Central African Rep.,Russian Federation,0
Central African Rep.,Rwanda,0
Central African Rep.,Senegal,289
Central African Rep.,South Sudan,1869
Central African Rep.,Spain,42
Central African Rep.,Sudan,2277
Central African Rep.,Swaziland,0
Central African Rep.,Sweden,0
Central African Rep.,Switzerland,13
Central African Rep.,Togo,349
Central African Rep.,Tunisia,0
Central African Rep.,Turkey,0
Central African Rep.,Uganda,21
Central African Rep.,United Kingdom,9
Central African Rep.,United States of America,210
Central African Rep.,Zimbabwe,0
Chad,Algeria,0
Chad,Angola,184
Chad,Argentina,0
Chad,Australia,0
Chad,Austria,0
Chad,Belgium,34
Chad,Benin,0
Chad,Brazil,0
Chad,Burkina Faso,82
Chad,Cameroon,1521
Chad,Canada,427
Chad,Central African Rep.,3184
Chad,Chad,0
Chad,Congo,37
Chad,Czech Rep.,0
Chad,CÌ«te d'Ivoire,0
Chad,Dem. Rep. of the Congo,0
Chad,Denmark,0
Chad,Egypt,46
Chad,Ethiopia,0
Chad,France,1392
Chad,Gabon,570
Chad,Germany,83
Chad,Ghana,30
Chad,Greece,0
Chad,Guinea,0
Chad,Iceland,0
Chad,India,0
Chad,Ireland,0
Chad,Israel,0
Chad,Italy,448
Chad,Jordan,0
Chad,Kenya,0
Chad,Lebanon,0
Chad,Libya,20
Chad,Luxembourg,0
Chad,Mali,0
Chad,Malta,6
Chad,Mauritania,0
Chad,Morocco,0
Chad,Namibia,0
Chad,Netherlands,5
Chad,New Zealand,0
Chad,Niger,165
Chad,Nigeria,87
Chad,Norway,0
Chad,Panama,0
Chad,Rep. of Korea,0
Chad,Rwanda,7
Chad,Saudi Arabia,9
Chad,Senegal,18
Chad,Spain,0
Chad,Sudan,7458
Chad,Sweden,19
Chad,Switzerland,49
Chad,Syrian Arab Rep.,8
Chad,Togo,18
Chad,Turkey,0
Chad,Uganda,5
Chad,Ukraine,7
Chad,United Kingdom,41
Chad,United States of America,335
Chile,Argentina,33
Chile,Australia,0
Chile,Belgium,48
Chile,Bolivia (Plurinational State of),8
Chile,Brazil,21
Chile,Canada,52
Chile,Costa Rica,0
Chile,Denmark,0
Chile,Ecuador,0
Chile,France,67
Chile,Germany,178
Chile,Greece,0
Chile,Italy,8
Chile,Mexico,0
Chile,New Zealand,0
Chile,Spain,0
Chile,Sweden,19
Chile,Switzerland,12
Chile,Turkey,0
Chile,United Kingdom,0
Chile,United States of America,27
Chile,Uruguay,0
Chile,Venezuela (Bolivarian Republic of),10
China,Albania,12
China,Argentina,0
China,Australia,2543
China,Austria,559
China,Bahamas,0
China,Belgium,1197
China,Brazil,0
China,Bulgaria,0
China,Canada,7180
China,Colombia,0
China,Cyprus,0
China,Czech Rep.,13
China,Denmark,17
China,Ecuador,12
China,Egypt,0
China,El Salvador,0
China,Finland,90
China,France,4541
China,Germany,1588
China,Greece,56
China,Hungary,5
China,Iceland,0
China,India,108008
China,Indonesia,9
China,Ireland,54
China,Israel,0
China,Italy,166
China,Japan,69
China,Kazakhstan,6
China,Kyrgyzstan,0
China,Liechtenstein,27
China,Luxembourg,0
China,Malaysia,15
China,Malta,15
China,Mexico,5
China,Mongolia,0
China,Morocco,0
China,Netherlands,1153
China,New Zealand,153
China,Norway,607
China,Pakistan,0
China,Peru,0
China,Philippines,0
China,Poland,18
China,Rep. of Korea,39
China,Romania,0
China,Russian Federation,0
China,Saudi Arabia,14
China,Serbia and Kosovo (S/RES/1244 (1999)),0
China,Singapore,0
China,Slovakia,5
China,South Africa,0
China,Spain,21
China,Sweden,282
China,Switzerland,2973
China,Thailand,179
China,Turkey,13
China,Ukraine,0
China,United Arab Emirates,0
China,United Kingdom,1571
China,United States of America,74476
China,Yemen,0
"China, Hong Kong SAR",Australia,0
"China, Hong Kong SAR",Canada,6
"China, Hong Kong SAR",Malta,0
"China, Hong Kong SAR",United Kingdom,0
"China, Hong Kong SAR",United States of America,0
"China, Macao SAR",Brazil,0
"China, Macao SAR",United States of America,0
Colombia,Argentina,544
Colombia,Aruba,0
Colombia,Australia,116
Colombia,Austria,0
Colombia,Belgium,33
Colombia,Belize,0
Colombia,Bolivia (Plurinational State of),195
Colombia,Brazil,1291
Colombia,Canada,8049
Colombia,Chile,1117
Colombia,China,0
Colombia,Colombia,0
Colombia,Costa Rica,2340
Colombia,CuraÌ¤ao,45
Colombia,Czech Rep.,0
Colombia,Denmark,0
Colombia,Dominican Rep.,0
Colombia,Ecuador,46616
Colombia,El Salvador,0
Colombia,Finland,0
Colombia,France,488
Colombia,Germany,67
Colombia,Guatemala,8
Colombia,Honduras,0
Colombia,Hungary,0
Colombia,Iceland,0
Colombia,Israel,0
Colombia,Italy,353
Colombia,Latvia,0
Colombia,Malta,0
Colombia,Mexico,284
Colombia,Mozambique,0
Colombia,Netherlands,45
Colombia,New Zealand,24
Colombia,Nicaragua,6
Colombia,Norway,17
Colombia,Panama,1660
Colombia,Paraguay,35
Colombia,Peru,604
Colombia,Portugal,71
Colombia,Rep. of Korea,0
Colombia,Spain,179
Colombia,Sweden,30
Colombia,Switzerland,254
Colombia,Trinidad and Tobago,14
Colombia,Turks and Caicos Islands,0
Colombia,United Kingdom,40
Colombia,United States of America,4264
Colombia,Uruguay,141
Colombia,Venezuela (Bolivarian Republic of),122677
Comoros,Canada,0
Comoros,Cyprus,0
Comoros,Egypt,0
Comoros,France,575
Comoros,Germany,0
Comoros,Greece,0
Comoros,Hungary,0
Comoros,Italy,0
Comoros,Niger,0
Comoros,Romania,0
Comoros,Senegal,0
Comoros,Spain,0
Comoros,Sweden,0
Comoros,Syrian Arab Rep.,0
Comoros,Ukraine,0
Comoros,United Kingdom,0
Comoros,United States of America,0
Congo,Algeria,0
Congo,Angola,0
Congo,Argentina,0
Congo,Australia,13
Congo,Austria,131
Congo,Belgium,31
Congo,Benin,0
Congo,Bolivia (Plurinational State of),0
Congo,Brazil,20
Congo,Bulgaria,8
Congo,Burkina Faso,26
Congo,Cameroon,51
Congo,Canada,281
Congo,Central African Rep.,13
Congo,Chad,9
Congo,Chile,8
Congo,Colombia,0
Congo,Congo,0
Congo,Costa Rica,0
Congo,Croatia,0
Congo,Cyprus,0
Congo,Czech Rep.,0
Congo,CÌ«te d'Ivoire,51
Congo,Dem. Rep. of the Congo,661
Congo,Denmark,0
Congo,Ecuador,0
Congo,Egypt,5
Congo,Ethiopia,0
Congo,Finland,10
Congo,France,3317
Congo,Gabon,86
Congo,Gambia,9
Congo,Georgia,0
Congo,Germany,249
Congo,Ghana,5
Congo,Greece,61
Congo,Guinea-Bissau,0
Congo,Haiti,0
Congo,Hungary,13
Congo,India,0
Congo,Indonesia,0
Congo,Ireland,186
Congo,Israel,0
Congo,Italy,425
Congo,Jordan,0
Congo,Kenya,26
Congo,Lebanon,0
Congo,Libya,0
Congo,Luxembourg,5
Congo,Madagascar,0
Congo,Malaysia,0
Congo,Mali,24
Congo,Malta,0
Congo,Mauritania,9
Congo,Mexico,19
Congo,Morocco,16
Congo,Mozambique,12
Congo,Namibia,0
Congo,Netherlands,484
Congo,New Zealand,0
Congo,Niger,0
Congo,Nigeria,0
Congo,Norway,7
Congo,Panama,0
Congo,Paraguay,0
Congo,Peru,0
Congo,Philippines,0
Congo,Poland,6
Congo,Portugal,7
Congo,Rep. of Korea,0
Congo,Romania,7
Congo,Russian Federation,0
Congo,Senegal,19
Congo,Serbia and Kosovo (S/RES/1244 (1999)),0
Congo,Slovakia,0
Congo,Somalia,0
Congo,South Africa,5261
Congo,Spain,10
Congo,Sudan,0
Congo,Swaziland,0
Congo,Sweden,50
Congo,Switzerland,67
Congo,Syrian Arab Rep.,0
Congo,Thailand,0
Congo,Togo,27
Congo,Turkey,6
Congo,Ukraine,20
Congo,United Kingdom,130
Congo,United States of America,1331
Congo,Uruguay,0
Congo,Venezuela (Bolivarian Republic of),0
Congo,Zambia,0
Congo,Zimbabwe,13
Cook Islands,United Kingdom,0
Costa Rica,Argentina,5
Costa Rica,Brazil,0
Costa Rica,Canada,15
Costa Rica,Chile,0
Costa Rica,Ecuador,0
Costa Rica,Finland,0
Costa Rica,Germany,0
Costa Rica,Italy,0
Costa Rica,Luxembourg,0
Costa Rica,Mexico,0
Costa Rica,Nicaragua,0
Costa Rica,Panama,0
Costa Rica,Paraguay,0
Costa Rica,Spain,0
Costa Rica,Sweden,0
Costa Rica,United States of America,170
Croatia,Argentina,0
Croatia,Australia,0
Croatia,Austria,0
Croatia,Belgium,5
Croatia,Bosnia and Herzegovina,5120
Croatia,Brazil,5
Croatia,Canada,204
Croatia,Croatia,0
Croatia,Cyprus,0
Croatia,Czech Rep.,0
Croatia,Finland,10
Croatia,France,62
Croatia,Germany,311
Croatia,Italy,18
Croatia,Montenegro,14
Croatia,Panama,0
Croatia,Romania,0
Croatia,Serbia and Kosovo (S/RES/1244 (1999)),19043
Croatia,Sweden,0
Croatia,Switzerland,33
Croatia,Ukraine,0
Croatia,United Kingdom,0
Croatia,United States of America,34
Cuba,Argentina,255
Cuba,Aruba,0
Cuba,Australia,0
Cuba,Austria,14
Cuba,Bahamas,8
Cuba,Belgium,8
Cuba,Bolivia (Plurinational State of),9
Cuba,Brazil,153
Cuba,Bulgaria,0
Cuba,Canada,836
Cuba,Cayman Islands,24
Cuba,Chile,18
Cuba,Colombia,71
Cuba,Costa Rica,379
Cuba,Croatia,0
Cuba,Cuba,0
Cuba,CuraÌ¤ao,6
Cuba,Cyprus,0
Cuba,Czech Rep.,228
Cuba,Dominican Rep.,0
Cuba,Ecuador,212
Cuba,Ethiopia,0
Cuba,Finland,5
Cuba,France,167
Cuba,Germany,97
Cuba,Greece,0
Cuba,Guatemala,0
Cuba,Guyana,0
Cuba,Haiti,0
Cuba,Hungary,80
Cuba,Ireland,22
Cuba,Italy,195
Cuba,Jamaica,0
Cuba,Latvia,0
Cuba,Lithuania,0
Cuba,Malaysia,0
Cuba,Malta,0
Cuba,Mexico,69
Cuba,Montenegro,7
Cuba,Mozambique,0
Cuba,Netherlands,14
Cuba,New Zealand,0
Cuba,Nicaragua,15
Cuba,Norway,7
Cuba,Panama,120
Cuba,Paraguay,65
Cuba,Peru,577
Cuba,Poland,17
Cuba,Portugal,6
Cuba,Romania,0
Cuba,Russian Federation,0
Cuba,Saint Kitts and Nevis,0
Cuba,Senegal,0
Cuba,Serbia and Kosovo (S/RES/1244 (1999)),5
Cuba,Slovakia,40
Cuba,Spain,894
Cuba,Suriname,29
Cuba,Sweden,60
Cuba,Switzerland,40
Cuba,Trinidad and Tobago,108
Cuba,Turkey,0
Cuba,Turks and Caicos Islands,0
Cuba,Ukraine,0
Cuba,United Kingdom,13
Cuba,United States of America,431
Cuba,Uruguay,12
CuraÌ¤ao,CuraÌ¤ao,0
CuraÌ¤ao,United States of America,35
Cyprus,Australia,0
Cyprus,Brazil,0
Cyprus,Canada,0
Cyprus,Sweden,0
Cyprus,United Kingdom,0
Cyprus,United States of America,0
Czech Rep.,Argentina,0
Czech Rep.,Australia,0
Czech Rep.,Austria,0
Czech Rep.,Belgium,6
Czech Rep.,Brazil,0
Czech Rep.,Canada,420
Czech Rep.,France,27
Czech Rep.,Germany,777
Czech Rep.,Malta,0
Czech Rep.,Mexico,0
Czech Rep.,New Zealand,17
Czech Rep.,Peru,0
Czech Rep.,Sweden,0
Czech Rep.,Switzerland,7
Czech Rep.,United Kingdom,0
Czech Rep.,United States of America,18
CÌ«te d'Ivoire,Algeria,39
CÌ«te d'Ivoire,Angola,510
CÌ«te d'Ivoire,Argentina,20
CÌ«te d'Ivoire,Armenia,6
CÌ«te d'Ivoire,Australia,5
CÌ«te d'Ivoire,Austria,70
CÌ«te d'Ivoire,Azerbaijan,0
CÌ«te d'Ivoire,Bangladesh,0
CÌ«te d'Ivoire,Belgium,153
CÌ«te d'Ivoire,Benin,162
CÌ«te d'Ivoire,Bolivia (Plurinational State of),0
CÌ«te d'Ivoire,Brazil,48
CÌ«te d'Ivoire,Bulgaria,0
CÌ«te d'Ivoire,Burkina Faso,0
CÌ«te d'Ivoire,Cameroon,68
CÌ«te d'Ivoire,Canada,253
CÌ«te d'Ivoire,Central African Rep.,9
CÌ«te d'Ivoire,Chad,0
CÌ«te d'Ivoire,China,0
CÌ«te d'Ivoire,"China, Hong Kong SAR",0
CÌ«te d'Ivoire,Congo,0
CÌ«te d'Ivoire,Costa Rica,0
CÌ«te d'Ivoire,Cyprus,0
CÌ«te d'Ivoire,Czech Rep.,0
CÌ«te d'Ivoire,CÌ«te d'Ivoire,0
CÌ«te d'Ivoire,Dem. Rep. of the Congo,7
CÌ«te d'Ivoire,Denmark,14
CÌ«te d'Ivoire,Ecuador,0
CÌ«te d'Ivoire,Egypt,113
CÌ«te d'Ivoire,Estonia,0
CÌ«te d'Ivoire,Ethiopia,0
CÌ«te d'Ivoire,Finland,13
CÌ«te d'Ivoire,France,3263
CÌ«te d'Ivoire,Gabon,0
CÌ«te d'Ivoire,Gambia,188
CÌ«te d'Ivoire,Georgia,0
CÌ«te d'Ivoire,Germany,339
CÌ«te d'Ivoire,Ghana,6687
CÌ«te d'Ivoire,Greece,68
CÌ«te d'Ivoire,Guinea,4539
CÌ«te d'Ivoire,Guinea-Bissau,15
CÌ«te d'Ivoire,Hungary,15
CÌ«te d'Ivoire,Iceland,0
CÌ«te d'Ivoire,India,5
CÌ«te d'Ivoire,Indonesia,0
CÌ«te d'Ivoire,Ireland,19
CÌ«te d'Ivoire,Israel,0
CÌ«te d'Ivoire,Italy,6412
CÌ«te d'Ivoire,Kenya,0
CÌ«te d'Ivoire,Latvia,0
CÌ«te d'Ivoire,Lebanon,0
CÌ«te d'Ivoire,Liberia,11063
CÌ«te d'Ivoire,Libya,0
CÌ«te d'Ivoire,Lithuania,0
CÌ«te d'Ivoire,Luxembourg,6
CÌ«te d'Ivoire,Madagascar,0
CÌ«te d'Ivoire,Malawi,0
CÌ«te d'Ivoire,Malaysia,0
CÌ«te d'Ivoire,Mali,614
CÌ«te d'Ivoire,Malta,10
CÌ«te d'Ivoire,Mauritania,269
CÌ«te d'Ivoire,Mexico,0
CÌ«te d'Ivoire,Morocco,311
CÌ«te d'Ivoire,Mozambique,0
CÌ«te d'Ivoire,Netherlands,314
CÌ«te d'Ivoire,Niger,51
CÌ«te d'Ivoire,Nigeria,122
CÌ«te d'Ivoire,Norway,23
CÌ«te d'Ivoire,Panama,0
CÌ«te d'Ivoire,Peru,0
CÌ«te d'Ivoire,Philippines,18
CÌ«te d'Ivoire,Portugal,33
CÌ«te d'Ivoire,Rep. of Korea,30
CÌ«te d'Ivoire,Rep. of Moldova,0
CÌ«te d'Ivoire,Romania,0
CÌ«te d'Ivoire,Russian Federation,0
CÌ«te d'Ivoire,Senegal,39
CÌ«te d'Ivoire,Sierra Leone,17
CÌ«te d'Ivoire,Slovakia,0
CÌ«te d'Ivoire,South Africa,41
CÌ«te d'Ivoire,Spain,193
CÌ«te d'Ivoire,Suriname,0
CÌ«te d'Ivoire,Swaziland,0
CÌ«te d'Ivoire,Sweden,61
CÌ«te d'Ivoire,Switzerland,169
CÌ«te d'Ivoire,Syrian Arab Rep.,0
CÌ«te d'Ivoire,Thailand,16
CÌ«te d'Ivoire,Togo,1991
CÌ«te d'Ivoire,Trinidad and Tobago,0
CÌ«te d'Ivoire,Tunisia,0
CÌ«te d'Ivoire,Turkey,15
CÌ«te d'Ivoire,Ukraine,0
CÌ«te d'Ivoire,United Kingdom,220
CÌ«te d'Ivoire,United States of America,1263
CÌ«te d'Ivoire,Uruguay,0
CÌ«te d'Ivoire,Venezuela (Bolivarian Republic of),0
CÌ«te d'Ivoire,Yemen,0
CÌ«te d'Ivoire,Zimbabwe,10
Dem. People's Rep. of Korea,Angola,0
Dem. People's Rep. of Korea,Australia,19
Dem. People's Rep. of Korea,Belgium,36
Dem. People's Rep. of Korea,Canada,484
Dem. People's Rep. of Korea,Costa Rica,0
Dem. People's Rep. of Korea,Denmark,9
Dem. People's Rep. of Korea,Finland,0
Dem. People's Rep. of Korea,France,0
Dem. People's Rep. of Korea,Germany,92
Dem. People's Rep. of Korea,Ireland,0
Dem. People's Rep. of Korea,Israel,0
Dem. People's Rep. of Korea,Kyrgyzstan,0
Dem. People's Rep. of Korea,Luxembourg,12
Dem. People's Rep. of Korea,Netherlands,48
Dem. People's Rep. of Korea,Norway,5
Dem. People's Rep. of Korea,Poland,0
Dem. People's Rep. of Korea,Russian Federation,77
Dem. People's Rep. of Korea,Spain,0
Dem. People's Rep. of Korea,Sweden,5
Dem. People's Rep. of Korea,Switzerland,0
Dem. People's Rep. of Korea,United Kingdom,362
Dem. People's Rep. of Korea,United States of America,12
Dem. People's Rep. of Korea,Yemen,0
Dem. Rep. of the Congo,Albania,0
Dem. Rep. of the Congo,Algeria,47
Dem. Rep. of the Congo,Angola,38516
Dem. Rep. of the Congo,Argentina,22
Dem. Rep. of the Congo,Australia,48
Dem. Rep. of the Congo,Austria,406
Dem. Rep. of the Congo,Bangladesh,0
Dem. Rep. of the Congo,Belgium,1015
Dem. Rep. of the Congo,Benin,7
Dem. Rep. of the Congo,Bosnia and Herzegovina,0
Dem. Rep. of the Congo,Botswana,84
Dem. Rep. of the Congo,Brazil,1368
Dem. Rep. of the Congo,Bulgaria,0
Dem. Rep. of the Congo,Burkina Faso,33
Dem. Rep. of the Congo,Burundi,61867
Dem. Rep. of the Congo,Cambodia,0
Dem. Rep. of the Congo,Cameroon,523
Dem. Rep. of the Congo,Canada,1816
Dem. Rep. of the Congo,Central African Rep.,4025
Dem. Rep. of the Congo,Chad,316
Dem. Rep. of the Congo,Chile,6
Dem. Rep. of the Congo,China,5
Dem. Rep. of the Congo,Congo,12316
Dem. Rep. of the Congo,Costa Rica,0
Dem. Rep. of the Congo,Croatia,0
Dem. Rep. of the Congo,Cyprus,17
Dem. Rep. of the Congo,Czech Rep.,21
Dem. Rep. of the Congo,CÌ«te d'Ivoire,112
Dem. Rep. of the Congo,Dem. Rep. of the Congo,0
Dem. Rep. of the Congo,Denmark,87
Dem. Rep. of the Congo,Ecuador,0
Dem. Rep. of the Congo,Egypt,40
Dem. Rep. of the Congo,El Salvador,0
Dem. Rep. of the Congo,Ethiopia,530
Dem. Rep. of the Congo,Finland,158
Dem. Rep. of the Congo,France,15697
Dem. Rep. of the Congo,Gabon,74
Dem. Rep. of the Congo,Gambia,59
Dem. Rep. of the Congo,Germany,1594
Dem. Rep. of the Congo,Ghana,41
Dem. Rep. of the Congo,Greece,304
Dem. Rep. of the Congo,Guinea,30
Dem. Rep. of the Congo,Guinea-Bissau,5
Dem. Rep. of the Congo,Guyana,7
Dem. Rep. of the Congo,Hungary,21
Dem. Rep. of the Congo,Iceland,0
Dem. Rep. of the Congo,India,49
Dem. Rep. of the Congo,Indonesia,0
Dem. Rep. of the Congo,Ireland,396
Dem. Rep. of the Congo,Israel,209
Dem. Rep. of the Congo,Italy,556
Dem. Rep. of the Congo,Japan,7
Dem. Rep. of the Congo,Kenya,13941
Dem. Rep. of the Congo,Latvia,0
Dem. Rep. of the Congo,Lebanon,5
Dem. Rep. of the Congo,Lesotho,27
Dem. Rep. of the Congo,Liberia,10
Dem. Rep. of the Congo,Libya,14
Dem. Rep. of the Congo,Liechtenstein,0
Dem. Rep. of the Congo,Lithuania,0
Dem. Rep. of the Congo,Luxembourg,38
Dem. Rep. of the Congo,Madagascar,0
Dem. Rep. of the Congo,Malawi,5334
Dem. Rep. of the Congo,Malaysia,0
Dem. Rep. of the Congo,Mali,233
Dem. Rep. of the Congo,Malta,0
Dem. Rep. of the Congo,Mauritania,47
Dem. Rep. of the Congo,Mexico,68
Dem. Rep. of the Congo,Morocco,178
Dem. Rep. of the Congo,Mozambique,2940
Dem. Rep. of the Congo,Namibia,1666
Dem. Rep. of the Congo,Nepal,0
Dem. Rep. of the Congo,Netherlands,271
Dem. Rep. of the Congo,New Zealand,0
Dem. Rep. of the Congo,Niger,75
Dem. Rep. of the Congo,Nigeria,599
Dem. Rep. of the Congo,Norway,212
Dem. Rep. of the Congo,Panama,5
Dem. Rep. of the Congo,Peru,5
Dem. Rep. of the Congo,Philippines,5
Dem. Rep. of the Congo,Poland,5
Dem. Rep. of the Congo,Portugal,63
Dem. Rep. of the Congo,Rep. of Korea,49
Dem. Rep. of the Congo,Romania,23
Dem. Rep. of the Congo,Russian Federation,5
Dem. Rep. of the Congo,Rwanda,82750
Dem. Rep. of the Congo,Senegal,30
Dem. Rep. of the Congo,Slovakia,16
Dem. Rep. of the Congo,Slovenia,8
Dem. Rep. of the Congo,Somalia,0
Dem. Rep. of the Congo,South Africa,26043
Dem. Rep. of the Congo,South Sudan,14961
Dem. Rep. of the Congo,Spain,74
Dem. Rep. of the Congo,Sudan,59
Dem. Rep. of the Congo,Swaziland,355
Dem. Rep. of the Congo,Sweden,324
Dem. Rep. of the Congo,Switzerland,1288
Dem. Rep. of the Congo,Syrian Arab Rep.,0
Dem. Rep. of the Congo,Thailand,33
Dem. Rep. of the Congo,Togo,99
Dem. Rep. of the Congo,Trinidad and Tobago,0
Dem. Rep. of the Congo,Tunisia,0
Dem. Rep. of the Congo,Turkey,51
Dem. Rep. of the Congo,Uganda,226192
Dem. Rep. of the Congo,Ukraine,68
Dem. Rep. of the Congo,United Kingdom,1103
Dem. Rep. of the Congo,United Rep. of Tanzania,56906
Dem. Rep. of the Congo,United States of America,939
Dem. Rep. of the Congo,Yemen,0
Dem. Rep. of the Congo,Zambia,34928
Dem. Rep. of the Congo,Zimbabwe,6296
Denmark,Brazil,0
Denmark,Canada,0
Denmark,Lebanon,0
Denmark,Sweden,0
Denmark,United States of America,0
Djibouti,Angola,0
Djibouti,Australia,0
Djibouti,Belgium,267
Djibouti,Brazil,0
Djibouti,Canada,801
Djibouti,Czech Rep.,0
Djibouti,Denmark,0
Djibouti,Egypt,0
Djibouti,Ethiopia,76
Djibouti,Finland,0
Djibouti,France,256
Djibouti,Germany,24
Djibouti,Greece,0
Djibouti,India,0
Djibouti,Italy,0
Djibouti,Kenya,0
Djibouti,Kuwait,0
Djibouti,Norway,0
Djibouti,Poland,0
Djibouti,Somalia,0
Djibouti,Spain,0
Djibouti,Sweden,21
Djibouti,Switzerland,14
Djibouti,Turkey,0
Djibouti,United Kingdom,0
Djibouti,United States of America,282
Djibouti,Yemen,0
Dominica,Australia,0
Dominica,Brazil,0
Dominica,Canada,5
Dominica,Finland,0
Dominica,France,0
Dominica,Italy,0
Dominica,Turkey,0
Dominica,United Kingdom,11
Dominica,United States of America,10
Dominican Rep.,Argentina,0
Dominican Rep.,Belgium,0
Dominican Rep.,Brazil,5
Dominican Rep.,Canada,124
Dominican Rep.,Chile,0
Dominican Rep.,Costa Rica,0
Dominican Rep.,CuraÌ¤ao,0
Dominican Rep.,Cyprus,0
Dominican Rep.,Ecuador,0
Dominican Rep.,Finland,0
Dominican Rep.,France,49
Dominican Rep.,Germany,9
Dominican Rep.,Greece,7
Dominican Rep.,Hungary,0
Dominican Rep.,Italy,17
Dominican Rep.,Mexico,9
Dominican Rep.,Nicaragua,0
Dominican Rep.,Panama,0
Dominican Rep.,Peru,13
Dominican Rep.,Spain,0
Dominican Rep.,Suriname,0
Dominican Rep.,Sweden,0
Dominican Rep.,Switzerland,0
Dominican Rep.,Trinidad and Tobago,0
Dominican Rep.,Turkey,0
Dominican Rep.,United Kingdom,0
Dominican Rep.,United States of America,179
Dominican Rep.,Uruguay,0
Ecuador,Argentina,17
Ecuador,Australia,0
Ecuador,Bolivia (Plurinational State of),0
Ecuador,Brazil,57
Ecuador,Canada,59
Ecuador,Chile,23
Ecuador,Colombia,9
Ecuador,Costa Rica,0
Ecuador,Croatia,0
Ecuador,Czech Rep.,0
Ecuador,Dominican Rep.,5
Ecuador,Finland,0
Ecuador,France,26
Ecuador,Germany,12
Ecuador,Ireland,0
Ecuador,Israel,0
