Origin,Destination,Value
Cameroon,Georgia,0
Cameroon,Germany,2667
Cameroon,Ghana,5
Cameroon,Greece,290
Cameroon,Guinea,0
Cameroon,Haiti,0
Cameroon,Hungary,9
Cameroon,Iceland,0
Cameroon,India,19
Cameroon,Indonesia,61
Cameroon,Ireland,35
Cameroon,Israel,20
Cameroon,Italy,2996
Cameroon,Japan,218
Cameroon,Jordan,0
Cameroon,Kenya,18
Cameroon,Latvia,0
Cameroon,Lebanon,14
Cameroon,Liberia,0
Cameroon,Libya,0
Cameroon,Lithuania,0
Cameroon,Luxembourg,10
Cameroon,Malaysia,0
Cameroon,Malta,0
Cameroon,Mauritania,46
Cameroon,Mexico,68
Cameroon,Morocco,535
Cameroon,Namibia,5
Cameroon,Nauru,0
Cameroon,Netherlands,20
Cameroon,New Zealand,0
Cameroon,Niger,6
Cameroon,Nigeria,8050
Cameroon,Norway,0
Cameroon,Panama,7
Cameroon,Peru,0
Cameroon,Philippines,14
Cameroon,Poland,0
Cameroon,Portugal,0
Cameroon,Rep. of Korea,135
Cameroon,Rep. of Moldova,0
Cameroon,Romania,0
Cameroon,Russian Federation,0
Cameroon,Senegal,42
Cameroon,Serbia and Kosovo (S/RES/1244 (1999)),0
Cameroon,Slovakia,0
Cameroon,Slovenia,0
Cameroon,Somalia,0
Cameroon,South Africa,1691
Cameroon,South Sudan,0
Cameroon,Spain,839
Cameroon,Sudan,0
Cameroon,Suriname,0
Cameroon,Swaziland,0
Cameroon,Sweden,101
Cameroon,Switzerland,69
Cameroon,Thailand,0
Cameroon,Togo,8
Cameroon,Tunisia,0
Cameroon,Turkey,70
Cameroon,Ukraine,93
Cameroon,United Arab Emirates,0
Cameroon,United Kingdom,209
Cameroon,United States of America,4056
Cameroon,Uruguay,0
Canada,Australia,6
Canada,Austria,0
Canada,Belarus,0
Canada,Brazil,0
Canada,Costa Rica,0
Canada,Ecuador,0
Canada,Germany,0
Canada,Greece,0
Canada,Guatemala,0
Canada,Italy,0
Canada,Malta,0
Canada,Mexico,0
Canada,Peru,0
Canada,Philippines,0
Canada,Poland,0
Canada,Sweden,0
Canada,Switzerland,0
Canada,United Arab Emirates,0
Canada,United Kingdom,7
Canada,United States of America,40
Cayman Islands,Canada,0
Cayman Islands,United States of America,0
Central African Rep.,Algeria,28
Central African Rep.,Angola,76
Central African Rep.,Argentina,0
Central African Rep.,Australia,0
Central African Rep.,Austria,0
Central African Rep.,Belgium,15
Central African Rep.,Benin,132
Central African Rep.,Brazil,6
Central African Rep.,Burkina Faso,43
Central African Rep.,Burundi,6
Central African Rep.,Cameroon,4744
Central African Rep.,Canada,12
Central African Rep.,Central African Rep.,0
Central African Rep.,Chad,469
Central African Rep.,China,0
Central African Rep.,"China, Hong Kong SAR",0
Central African Rep.,Congo,4388
Central African Rep.,Cyprus,0
Central African Rep.,CÌ«te d'Ivoire,118
Central African Rep.,Dem. Rep. of the Congo,180
Central African Rep.,Egypt,17
Central African Rep.,Finland,0
Central African Rep.,France,790
Central African Rep.,Gabon,0
Central African Rep.,Germany,81
Central African Rep.,Ghana,73
Central African Rep.,Greece,6
Central African Rep.,Guinea,0
Central African Rep.,Guinea-Bissau,0
Central African Rep.,Hungary,0
Central African Rep.,Ireland,0
Central African Rep.,Israel,10
Central African Rep.,Italy,78
Central African Rep.,Jordan,0
Central African Rep.,Kenya,6
Central African Rep.,Lebanon,0
Central African Rep.,Liberia,0
Central African Rep.,Luxembourg,0
Central African Rep.,Madagascar,0
Central African Rep.,Malaysia,6
Central African Rep.,Mali,458
Central African Rep.,Mauritania,70
Central African Rep.,Mexico,0
Central African Rep.,Morocco,56
Central African Rep.,Mozambique,0
Central African Rep.,Namibia,0
Central African Rep.,Netherlands,0
Central African Rep.,Nicaragua,0
Central African Rep.,Niger,31
Central African Rep.,Nigeria,186
Central African Rep.,Norway,0
Central African Rep.,Poland,0
Central African Rep.,Portugal,0
Central African Rep.,Romania,0
Central African Rep.,Russian Federation,0
Central African Rep.,Rwanda,0
Central African Rep.,Senegal,441
Central African Rep.,South Sudan,0
Central African Rep.,Spain,148
Central African Rep.,Sudan,6
Central African Rep.,Swaziland,0
Central African Rep.,Sweden,0
Central African Rep.,Switzerland,6
Central African Rep.,Togo,172
Central African Rep.,Tunisia,0
Central African Rep.,Turkey,15
Central African Rep.,Uganda,0
Central African Rep.,United Kingdom,0
Central African Rep.,United States of America,116
Central African Rep.,Zimbabwe,0
Chad,Algeria,0
Chad,Angola,780
Chad,Argentina,0
Chad,Australia,0
Chad,Austria,5
Chad,Belgium,20
Chad,Benin,6
Chad,Brazil,0
Chad,Burkina Faso,0
Chad,Cameroon,326
Chad,Canada,303
Chad,Central African Rep.,42
Chad,Chad,0
Chad,Congo,28
Chad,Czech Rep.,0
Chad,CÌ«te d'Ivoire,5
Chad,Dem. Rep. of the Congo,16
Chad,Denmark,0
Chad,Egypt,35
Chad,Ethiopia,0
Chad,France,613
Chad,Gabon,0
Chad,Germany,295
Chad,Ghana,8
Chad,Greece,0
Chad,Guinea,0
Chad,Iceland,0
Chad,India,0
Chad,Ireland,0
Chad,Israel,8
Chad,Italy,172
Chad,Jordan,20
Chad,Kenya,0
Chad,Lebanon,0
Chad,Libya,56
Chad,Luxembourg,0
Chad,Mali,0
Chad,Malta,0
Chad,Mauritania,0
Chad,Morocco,6
Chad,Namibia,0
Chad,Netherlands,6
Chad,New Zealand,0
Chad,Niger,0
Chad,Nigeria,21
Chad,Norway,0
Chad,Panama,0
Chad,Rep. of Korea,0
Chad,Rwanda,0
Chad,Saudi Arabia,0
Chad,Senegal,55
Chad,Spain,0
Chad,Sudan,5
Chad,Sweden,10
Chad,Switzerland,11
Chad,Syrian Arab Rep.,6
Chad,Togo,9
Chad,Turkey,0
Chad,Uganda,0
Chad,Ukraine,5
Chad,United Kingdom,9
Chad,United States of America,218
Chile,Argentina,7
Chile,Australia,14
Chile,Belgium,10
Chile,Bolivia (Plurinational State of),0
Chile,Brazil,16
Chile,Canada,97
Chile,Costa Rica,0
Chile,Denmark,0
Chile,Ecuador,6
Chile,France,0
Chile,Germany,0
Chile,Greece,0
Chile,Italy,9
Chile,Mexico,0
Chile,New Zealand,0
Chile,Spain,14
Chile,Sweden,20
Chile,Switzerland,0
Chile,Turkey,0
Chile,United Kingdom,0
Chile,United States of America,161
Chile,Uruguay,0
Chile,Venezuela (Bolivarian Republic of),0
China,Albania,0
China,Argentina,60
China,Australia,8525
China,Austria,331
China,Bahamas,0
China,Belgium,105
China,Brazil,2252
China,Bulgaria,15
China,Canada,2216
China,Colombia,0
China,Cyprus,5
China,Czech Rep.,81
China,Denmark,6
China,Ecuador,0
China,Egypt,42
China,El Salvador,0
China,Finland,66
China,France,900
China,Germany,1186
China,Greece,341
China,Hungary,0
China,Iceland,0
China,India,0
China,Indonesia,8
China,Ireland,65
China,Israel,53
China,Italy,746
China,Japan,535
China,Kazakhstan,6
China,Kyrgyzstan,0
China,Liechtenstein,0
China,Luxembourg,0
China,Malaysia,15
China,Malta,0
China,Mexico,0
China,Mongolia,0
China,Morocco,0
China,Netherlands,54
China,New Zealand,68
China,Norway,9
China,Pakistan,0
China,Peru,7
China,Philippines,0
China,Poland,0
China,Rep. of Korea,1119
China,Romania,0
China,Russian Federation,0
China,Saudi Arabia,0
China,Serbia and Kosovo (S/RES/1244 (1999)),0
China,Singapore,0
China,Slovakia,0
China,South Africa,171
China,Spain,402
China,Sweden,66
China,Switzerland,413
China,Thailand,29
China,Turkey,383
China,Ukraine,11
China,United Arab Emirates,0
China,United Kingdom,773
China,United States of America,68414
China,Yemen,0
"China, Hong Kong SAR",Australia,57
"China, Hong Kong SAR",Canada,21
"China, Hong Kong SAR",Malta,0
"China, Hong Kong SAR",United Kingdom,9
"China, Hong Kong SAR",United States of America,17
"China, Macao SAR",Brazil,0
"China, Macao SAR",United States of America,5
Colombia,Argentina,188
Colombia,Aruba,0
Colombia,Australia,102
Colombia,Austria,15
Colombia,Belgium,80
Colombia,Belize,0
Colombia,Bolivia (Plurinational State of),0
Colombia,Brazil,1417
Colombia,Canada,1567
Colombia,Chile,4765
Colombia,China,0
Colombia,Colombia,0
Colombia,Costa Rica,657
Colombia,CuraÌ¤ao,68
Colombia,Czech Rep.,0
Colombia,Denmark,11
Colombia,Dominican Rep.,14
Colombia,Ecuador,10310
Colombia,El Salvador,0
Colombia,Finland,0
Colombia,France,128
Colombia,Germany,103
Colombia,Guatemala,0
Colombia,Honduras,0
Colombia,Hungary,0
Colombia,Iceland,0
Colombia,Israel,23
Colombia,Italy,330
Colombia,Latvia,0
Colombia,Malta,0
Colombia,Mexico,137
Colombia,Mozambique,0
Colombia,Netherlands,14
Colombia,New Zealand,6
Colombia,Nicaragua,0
Colombia,Norway,0
Colombia,Panama,1506
Colombia,Paraguay,0
Colombia,Peru,376
Colombia,Portugal,0
Colombia,Rep. of Korea,0
Colombia,Spain,2483
Colombia,Sweden,154
Colombia,Switzerland,39
Colombia,Trinidad and Tobago,14
Colombia,Turks and Caicos Islands,0
Colombia,United Kingdom,25
Colombia,United States of America,7002
Colombia,Uruguay,23
Colombia,Venezuela (Bolivarian Republic of),904
Comoros,Canada,0
Comoros,Cyprus,0
Comoros,Egypt,0
Comoros,France,250
Comoros,Germany,18
Comoros,Greece,9
Comoros,Hungary,0
Comoros,Italy,38
Comoros,Niger,0
Comoros,Romania,0
Comoros,Senegal,0
Comoros,Spain,0
Comoros,Sweden,0
Comoros,Syrian Arab Rep.,0
Comoros,Ukraine,0
Comoros,United Kingdom,8
Comoros,United States of America,0
Congo,Algeria,0
Congo,Angola,58
Congo,Argentina,0
Congo,Australia,12
Congo,Austria,15
Congo,Belgium,20
Congo,Benin,7
Congo,Bolivia (Plurinational State of),0
Congo,Brazil,0
Congo,Bulgaria,0
Congo,Burkina Faso,0
Congo,Cameroon,18
Congo,Canada,89
Congo,Central African Rep.,8
Congo,Chad,0
Congo,Chile,0
Congo,Colombia,0
Congo,Congo,0
Congo,Costa Rica,45
Congo,Croatia,0
Congo,Cyprus,32
Congo,Czech Rep.,0
Congo,CÌ«te d'Ivoire,9
Congo,Dem. Rep. of the Congo,29
Congo,Denmark,0
Congo,Ecuador,0
Congo,Egypt,19
Congo,Ethiopia,0
Congo,Finland,0
Congo,France,961
Congo,Gabon,0
Congo,Gambia,0
Congo,Georgia,6
Congo,Germany,119
Congo,Ghana,12
Congo,Greece,70
Congo,Guinea-Bissau,0
Congo,Haiti,0
Congo,Hungary,0
Congo,India,12
Congo,Indonesia,0
Congo,Ireland,6
Congo,Israel,28
Congo,Italy,139
Congo,Jordan,0
Congo,Kenya,109
Congo,Lebanon,0
Congo,Libya,0
Congo,Luxembourg,0
Congo,Madagascar,0
Congo,Malaysia,0
Congo,Mali,0
Congo,Malta,0
Congo,Mauritania,8
Congo,Mexico,10
Congo,Morocco,62
Congo,Mozambique,14
Congo,Namibia,0
Congo,Netherlands,27
Congo,New Zealand,0
Congo,Niger,0
Congo,Nigeria,0
Congo,Norway,0
Congo,Panama,0
Congo,Paraguay,0
Congo,Peru,0
Congo,Philippines,6
Congo,Poland,0
Congo,Portugal,0
Congo,Rep. of Korea,0
Congo,Romania,0
Congo,Russian Federation,0
Congo,Senegal,275
Congo,Serbia and Kosovo (S/RES/1244 (1999)),7
Congo,Slovakia,0
Congo,Somalia,0
Congo,South Africa,8800
Congo,Spain,211
Congo,Sudan,8
Congo,Swaziland,45
Congo,Sweden,27
Congo,Switzerland,5
Congo,Syrian Arab Rep.,0
Congo,Thailand,0
Congo,Togo,12
Congo,Turkey,113
Congo,Ukraine,34
Congo,United Kingdom,36
Congo,United States of America,1516
Congo,Uruguay,0
Congo,Venezuela (Bolivarian Republic of),0
Congo,Zambia,5
Congo,Zimbabwe,0
Cook Islands,United Kingdom,0
Costa Rica,Argentina,0
Costa Rica,Brazil,6
Costa Rica,Canada,12
Costa Rica,Chile,0
Costa Rica,Ecuador,0
Costa Rica,Finland,0
Costa Rica,Germany,0
Costa Rica,Italy,7
Costa Rica,Luxembourg,0
Costa Rica,Mexico,5
Costa Rica,Nicaragua,0
Costa Rica,Panama,0
Costa Rica,Paraguay,0
Costa Rica,Spain,13
Costa Rica,Sweden,0
Costa Rica,United States of America,443
Croatia,Argentina,0
Croatia,Australia,0
Croatia,Austria,0
Croatia,Belgium,0
Croatia,Bosnia and Herzegovina,0
Croatia,Brazil,0
Croatia,Canada,217
Croatia,Croatia,0
Croatia,Cyprus,0
Croatia,Czech Rep.,0
Croatia,Finland,0
Croatia,France,0
Croatia,Germany,6
Croatia,Italy,0
Croatia,Montenegro,0
Croatia,Panama,0
Croatia,Romania,0
Croatia,Serbia and Kosovo (S/RES/1244 (1999)),0
Croatia,Sweden,0
Croatia,Switzerland,0
Croatia,Ukraine,0
Croatia,United Kingdom,0
Croatia,United States of America,34
Cuba,Argentina,583
Cuba,Aruba,0
Cuba,Australia,6
Cuba,Austria,19
Cuba,Bahamas,10
Cuba,Belgium,5
Cuba,Bolivia (Plurinational State of),0
Cuba,Brazil,4630
Cuba,Bulgaria,0
Cuba,Canada,100
Cuba,Cayman Islands,26
Cuba,Chile,1649
Cuba,Colombia,25
Cuba,Costa Rica,213
Cuba,Croatia,0
Cuba,Cuba,0
Cuba,CuraÌ¤ao,6
Cuba,Cyprus,0
Cuba,Czech Rep.,43
Cuba,Dominican Rep.,33
Cuba,Ecuador,53
Cuba,Ethiopia,0
Cuba,Finland,0
Cuba,France,9
Cuba,Germany,113
Cuba,Greece,8
Cuba,Guatemala,0
Cuba,Guyana,0
Cuba,Haiti,0
Cuba,Hungary,0
Cuba,Ireland,0
Cuba,Italy,154
Cuba,Jamaica,8
Cuba,Latvia,0
Cuba,Lithuania,0
Cuba,Malaysia,0
Cuba,Malta,0
Cuba,Mexico,244
Cuba,Montenegro,0
Cuba,Mozambique,0
Cuba,Netherlands,177
Cuba,New Zealand,0
Cuba,Nicaragua,0
Cuba,Norway,0
Cuba,Panama,89
Cuba,Paraguay,16
Cuba,Peru,962
Cuba,Poland,0
Cuba,Portugal,0
Cuba,Romania,5
Cuba,Russian Federation,0
Cuba,Saint Kitts and Nevis,5
Cuba,Senegal,0
Cuba,Serbia and Kosovo (S/RES/1244 (1999)),5
Cuba,Slovakia,0
Cuba,Spain,191
Cuba,Suriname,62
Cuba,Sweden,65
Cuba,Switzerland,0
Cuba,Trinidad and Tobago,728
Cuba,Turkey,0
Cuba,Turks and Caicos Islands,0
Cuba,Ukraine,10
Cuba,United Kingdom,0
Cuba,United States of America,1008
Cuba,Uruguay,1968
CuraÌ¤ao,CuraÌ¤ao,0
CuraÌ¤ao,United States of America,0
Cyprus,Australia,9
Cyprus,Brazil,0
Cyprus,Canada,11
Cyprus,Sweden,0
Cyprus,United Kingdom,0
Cyprus,United States of America,0
Czech Rep.,Argentina,0
Czech Rep.,Australia,0
Czech Rep.,Austria,0
Czech Rep.,Belgium,5
Czech Rep.,Brazil,0
Czech Rep.,Canada,273
Czech Rep.,France,0
Czech Rep.,Germany,0
Czech Rep.,Malta,0
Czech Rep.,Mexico,0
Czech Rep.,New Zealand,0
Czech Rep.,Peru,0
Czech Rep.,Sweden,0
Czech Rep.,Switzerland,0
Czech Rep.,United Kingdom,0
Czech Rep.,United States of America,22
CÌ«te d'Ivoire,Algeria,52
CÌ«te d'Ivoire,Angola,5938
CÌ«te d'Ivoire,Argentina,0
CÌ«te d'Ivoire,Armenia,0
CÌ«te d'Ivoire,Australia,0
CÌ«te d'Ivoire,Austria,39
CÌ«te d'Ivoire,Azerbaijan,0
CÌ«te d'Ivoire,Bangladesh,0
CÌ«te d'Ivoire,Belgium,165
CÌ«te d'Ivoire,Benin,20
CÌ«te d'Ivoire,Bolivia (Plurinational State of),0
CÌ«te d'Ivoire,Brazil,164
CÌ«te d'Ivoire,Bulgaria,0
CÌ«te d'Ivoire,Burkina Faso,0
CÌ«te d'Ivoire,Cameroon,79
CÌ«te d'Ivoire,Canada,89
CÌ«te d'Ivoire,Central African Rep.,0
CÌ«te d'Ivoire,Chad,0
CÌ«te d'Ivoire,China,12
CÌ«te d'Ivoire,"China, Hong Kong SAR",0
CÌ«te d'Ivoire,Congo,30
CÌ«te d'Ivoire,Costa Rica,0
CÌ«te d'Ivoire,Cyprus,18
CÌ«te d'Ivoire,Czech Rep.,0
CÌ«te d'Ivoire,CÌ«te d'Ivoire,0
CÌ«te d'Ivoire,Dem. Rep. of the Congo,7
CÌ«te d'Ivoire,Denmark,0
CÌ«te d'Ivoire,Ecuador,0
CÌ«te d'Ivoire,Egypt,0
CÌ«te d'Ivoire,Estonia,0
CÌ«te d'Ivoire,Ethiopia,0
CÌ«te d'Ivoire,Finland,0
CÌ«te d'Ivoire,France,2928
CÌ«te d'Ivoire,Gabon,0
CÌ«te d'Ivoire,Gambia,0
CÌ«te d'Ivoire,Georgia,0
CÌ«te d'Ivoire,Germany,2143
CÌ«te d'Ivoire,Ghana,388
CÌ«te d'Ivoire,Greece,53
CÌ«te d'Ivoire,Guinea,33
CÌ«te d'Ivoire,Guinea-Bissau,6
CÌ«te d'Ivoire,Hungary,0
CÌ«te d'Ivoire,Iceland,0
CÌ«te d'Ivoire,India,8
CÌ«te d'Ivoire,Indonesia,13
CÌ«te d'Ivoire,Ireland,7
CÌ«te d'Ivoire,Israel,23
CÌ«te d'Ivoire,Italy,11429
CÌ«te d'Ivoire,Kenya,9
CÌ«te d'Ivoire,Latvia,0
CÌ«te d'Ivoire,Lebanon,7
CÌ«te d'Ivoire,Liberia,0
CÌ«te d'Ivoire,Libya,0
CÌ«te d'Ivoire,Lithuania,0
CÌ«te d'Ivoire,Luxembourg,10
CÌ«te d'Ivoire,Madagascar,0
CÌ«te d'Ivoire,Malawi,0
CÌ«te d'Ivoire,Malaysia,0
CÌ«te d'Ivoire,Mali,44
CÌ«te d'Ivoire,Malta,9
CÌ«te d'Ivoire,Mauritania,64
CÌ«te d'Ivoire,Mexico,0
CÌ«te d'Ivoire,Morocco,262
CÌ«te d'Ivoire,Mozambique,15
CÌ«te d'Ivoire,Netherlands,13
CÌ«te d'Ivoire,Niger,5
CÌ«te d'Ivoire,Nigeria,18
CÌ«te d'Ivoire,Norway,0
CÌ«te d'Ivoire,Panama,0
CÌ«te d'Ivoire,Peru,0
CÌ«te d'Ivoire,Philippines,15
CÌ«te d'Ivoire,Portugal,0
CÌ«te d'Ivoire,Rep. of Korea,28
CÌ«te d'Ivoire,Rep. of Moldova,0
CÌ«te d'Ivoire,Romania,0
CÌ«te d'Ivoire,Russian Federation,0
CÌ«te d'Ivoire,Senegal,310
CÌ«te d'Ivoire,Sierra Leone,0
CÌ«te d'Ivoire,Slovakia,0
CÌ«te d'Ivoire,South Africa,0
CÌ«te d'Ivoire,Spain,402
CÌ«te d'Ivoire,Suriname,0
CÌ«te d'Ivoire,Swaziland,0
CÌ«te d'Ivoire,Sweden,24
CÌ«te d'Ivoire,Switzerland,69
CÌ«te d'Ivoire,Syrian Arab Rep.,0
CÌ«te d'Ivoire,Thailand,0
CÌ«te d'Ivoire,Togo,349
CÌ«te d'Ivoire,Trinidad and Tobago,0
CÌ«te d'Ivoire,Tunisia,0
CÌ«te d'Ivoire,Turkey,20
CÌ«te d'Ivoire,Ukraine,30
CÌ«te d'Ivoire,United Kingdom,61
CÌ«te d'Ivoire,United States of America,1092
CÌ«te d'Ivoire,Uruguay,0
CÌ«te d'Ivoire,Venezuela (Bolivarian Republic of),0
CÌ«te d'Ivoire,Yemen,0
CÌ«te d'Ivoire,Zimbabwe,0
Dem. People's Rep. of Korea,Angola,0
Dem. People's Rep. of Korea,Australia,5
Dem. People's Rep. of Korea,Belgium,5
Dem. People's Rep. of Korea,Canada,409
Dem. People's Rep. of Korea,Costa Rica,0
Dem. People's Rep. of Korea,Denmark,0
Dem. People's Rep. of Korea,Finland,0
Dem. People's Rep. of Korea,France,7
Dem. People's Rep. of Korea,Germany,76
Dem. People's Rep. of Korea,Ireland,5
Dem. People's Rep. of Korea,Israel,0
Dem. People's Rep. of Korea,Kyrgyzstan,0
Dem. People's Rep. of Korea,Luxembourg,0
Dem. People's Rep. of Korea,Netherlands,0
Dem. People's Rep. of Korea,Norway,0
Dem. People's Rep. of Korea,Poland,0
Dem. People's Rep. of Korea,Russian Federation,9
Dem. People's Rep. of Korea,Spain,0
Dem. People's Rep. of Korea,Sweden,9
Dem. People's Rep. of Korea,Switzerland,0
Dem. People's Rep. of Korea,United Kingdom,36
Dem. People's Rep. of Korea,United States of America,25
Dem. People's Rep. of Korea,Yemen,0
Dem. Rep. of the Congo,Albania,0
Dem. Rep. of the Congo,Algeria,75
Dem. Rep. of the Congo,Angola,500
Dem. Rep. of the Congo,Argentina,25
Dem. Rep. of the Congo,Australia,61
Dem. Rep. of the Congo,Austria,120
Dem. Rep. of the Congo,Bangladesh,0
Dem. Rep. of the Congo,Belgium,665
Dem. Rep. of the Congo,Benin,24
Dem. Rep. of the Congo,Bosnia and Herzegovina,0
Dem. Rep. of the Congo,Botswana,22
Dem. Rep. of the Congo,Brazil,2816
Dem. Rep. of the Congo,Bulgaria,7
Dem. Rep. of the Congo,Burkina Faso,0
Dem. Rep. of the Congo,Burundi,2737
Dem. Rep. of the Congo,Cambodia,0
Dem. Rep. of the Congo,Cameroon,143
Dem. Rep. of the Congo,Canada,668
Dem. Rep. of the Congo,Central African Rep.,472
Dem. Rep. of the Congo,Chad,51
Dem. Rep. of the Congo,Chile,0
Dem. Rep. of the Congo,China,15
Dem. Rep. of the Congo,Congo,1872
Dem. Rep. of the Congo,Costa Rica,16
Dem. Rep. of the Congo,Croatia,0
Dem. Rep. of the Congo,Cyprus,37
Dem. Rep. of the Congo,Czech Rep.,5
Dem. Rep. of the Congo,CÌ«te d'Ivoire,41
Dem. Rep. of the Congo,Dem. Rep. of the Congo,0
Dem. Rep. of the Congo,Denmark,16
Dem. Rep. of the Congo,Ecuador,14
Dem. Rep. of the Congo,Egypt,19
Dem. Rep. of the Congo,El Salvador,0
Dem. Rep. of the Congo,Ethiopia,523
Dem. Rep. of the Congo,Finland,14
Dem. Rep. of the Congo,France,2850
Dem. Rep. of the Congo,Gabon,0
Dem. Rep. of the Congo,Gambia,0
Dem. Rep. of the Congo,Germany,718
Dem. Rep. of the Congo,Ghana,47
Dem. Rep. of the Congo,Greece,797
Dem. Rep. of the Congo,Guinea,19
Dem. Rep. of the Congo,Guinea-Bissau,0
Dem. Rep. of the Congo,Guyana,0
Dem. Rep. of the Congo,Hungary,0
Dem. Rep. of the Congo,Iceland,0
Dem. Rep. of the Congo,India,40
Dem. Rep. of the Congo,Indonesia,14
Dem. Rep. of the Congo,Ireland,244
Dem. Rep. of the Congo,Israel,189
Dem. Rep. of the Congo,Italy,144
Dem. Rep. of the Congo,Japan,0
Dem. Rep. of the Congo,Kenya,21769
Dem. Rep. of the Congo,Latvia,0
Dem. Rep. of the Congo,Lebanon,0
Dem. Rep. of the Congo,Lesotho,28
Dem. Rep. of the Congo,Liberia,0
Dem. Rep. of the Congo,Libya,11
Dem. Rep. of the Congo,Liechtenstein,0
Dem. Rep. of the Congo,Lithuania,0
Dem. Rep. of the Congo,Luxembourg,20
Dem. Rep. of the Congo,Madagascar,9
Dem. Rep. of the Congo,Malawi,13726
Dem. Rep. of the Congo,Malaysia,6
Dem. Rep. of the Congo,Mali,36
Dem. Rep. of the Congo,Malta,0
Dem. Rep. of the Congo,Mauritania,22
Dem. Rep. of the Congo,Mexico,10
Dem. Rep. of the Congo,Morocco,140
Dem. Rep. of the Congo,Mozambique,6859
Dem. Rep. of the Congo,Namibia,1565
Dem. Rep. of the Congo,Nepal,0
Dem. Rep. of the Congo,Netherlands,0
Dem. Rep. of the Congo,New Zealand,0
Dem. Rep. of the Congo,Niger,10
Dem. Rep. of the Congo,Nigeria,216
Dem. Rep. of the Congo,Norway,14
Dem. Rep. of the Congo,Panama,0
Dem. Rep. of the Congo,Peru,0
Dem. Rep. of the Congo,Philippines,0
Dem. Rep. of the Congo,Poland,0
Dem. Rep. of the Congo,Portugal,5
Dem. Rep. of the Congo,Rep. of Korea,17
Dem. Rep. of the Congo,Romania,0
Dem. Rep. of the Congo,Russian Federation,8
Dem. Rep. of the Congo,Rwanda,314
Dem. Rep. of the Congo,Senegal,336
Dem. Rep. of the Congo,Slovakia,0
Dem. Rep. of the Congo,Slovenia,0
Dem. Rep. of the Congo,Somalia,0
Dem. Rep. of the Congo,South Africa,32537
Dem. Rep. of the Congo,South Sudan,0
Dem. Rep. of the Congo,Spain,248
Dem. Rep. of the Congo,Sudan,752
Dem. Rep. of the Congo,Swaziland,148
Dem. Rep. of the Congo,Sweden,73
Dem. Rep. of the Congo,Switzerland,143
Dem. Rep. of the Congo,Syrian Arab Rep.,0
Dem. Rep. of the Congo,Thailand,8
Dem. Rep. of the Congo,Togo,79
Dem. Rep. of the Congo,Trinidad and Tobago,0
Dem. Rep. of the Congo,Tunisia,0
Dem. Rep. of the Congo,Turkey,416
Dem. Rep. of the Congo,Uganda,16214
Dem. Rep. of the Congo,Ukraine,123
Dem. Rep. of the Congo,United Kingdom,241
Dem. Rep. of the Congo,United Rep. of Tanzania,19548
Dem. Rep. of the Congo,United States of America,1324
Dem. Rep. of the Congo,Yemen,0
Dem. Rep. of the Congo,Zambia,2884
Dem. Rep. of the Congo,Zimbabwe,245
Denmark,Brazil,11
Denmark,Canada,0
Denmark,Lebanon,0
Denmark,Sweden,0
Denmark,United States of America,5
Djibouti,Angola,0
Djibouti,Australia,0
Djibouti,Belgium,105
Djibouti,Brazil,5
Djibouti,Canada,477
Djibouti,Czech Rep.,0
Djibouti,Denmark,0
Djibouti,Egypt,13
Djibouti,Ethiopia,8
Djibouti,Finland,0
Djibouti,France,46
Djibouti,Germany,20
Djibouti,Greece,0
Djibouti,India,0
Djibouti,Italy,0
Djibouti,Kenya,0
Djibouti,Kuwait,5
Djibouti,Norway,0
Djibouti,Poland,0
Djibouti,Somalia,13
Djibouti,Spain,0
Djibouti,Sweden,33
Djibouti,Switzerland,7
Djibouti,Turkey,6
Djibouti,United Kingdom,0
Djibouti,United States of America,535
Djibouti,Yemen,5
Dominica,Australia,0
Dominica,Brazil,6
Dominica,Canada,10
Dominica,Finland,0
Dominica,France,0
Dominica,Italy,0
Dominica,Turkey,0
Dominica,United Kingdom,5
Dominica,United States of America,32
Dominican Rep.,Argentina,283
Dominican Rep.,Belgium,5
Dominican Rep.,Brazil,1171
Dominican Rep.,Canada,67
Dominican Rep.,Chile,148
Dominican Rep.,Costa Rica,0
Dominican Rep.,CuraÌ¤ao,0
Dominican Rep.,Cyprus,0
Dominican Rep.,Ecuador,9
Dominican Rep.,Finland,0
Dominican Rep.,France,241
Dominican Rep.,Germany,5
Dominican Rep.,Greece,30
Dominican Rep.,Hungary,0
Dominican Rep.,Italy,14
Dominican Rep.,Mexico,10
Dominican Rep.,Nicaragua,0
Dominican Rep.,Panama,29
Dominican Rep.,Peru,10
Dominican Rep.,Spain,184
Dominican Rep.,Suriname,0
Dominican Rep.,Sweden,0
Dominican Rep.,Switzerland,0
Dominican Rep.,Trinidad and Tobago,5
Dominican Rep.,Turkey,0
Dominican Rep.,United Kingdom,0
Dominican Rep.,United States of America,936
Dominican Rep.,Uruguay,0
Ecuador,Argentina,0
Ecuador,Australia,0
Ecuador,Bolivia (Plurinational State of),0
Ecuador,Brazil,66
Ecuador,Canada,30
Ecuador,Chile,31
Ecuador,Colombia,0
Ecuador,Costa Rica,9
Ecuador,Croatia,0
Ecuador,Czech Rep.,0
Ecuador,Dominican Rep.,0
Ecuador,Finland,0
Ecuador,France,0
Ecuador,Germany,0
Ecuador,Ireland,0
Ecuador,Israel,0
Ecuador,Italy,13
Ecuador,Mexico,18
